"company","year","region","country","icb_sector","rank","rd_million","rd_growth_1y_percent","rd_intensity_percent","sales_million","sales_growth_1y_percent","employees","employees_growth_1y_percent","capex_million","capex_growth_1y_percent","capex_intensity_percent","profit_million","profit_growth_1y_percent","profitability_percent","patents_2010_2019","performance group","Summary Innovation Index","New doctorate graduates","Population with tertiary education","Population involved in lifelong learning","International scientific co-publications","Scientific publications among the top 10% most cited","Foreign doctorate students as a % of all doctorate students","Individuals with above basic overall digital skills","R&D expenditure in the public sector","Venture capital expenditures","Direct and indirect government support of business R&D","R&D expenditure in the business sector","Employed ICT specialists","SMEs introducing product innovations","SMEs introducing business process innovations","Innovative SMEs collaborating with others","Public-private co-publications","Job-to-job mobility of HRST","PCT patent applications","Trademark applications","Design applications","Employment in knowledge-intensive activities","Employment in innovative enterprises","Exports of medium and high technology products","Knowledge-intensive services exports","Sales of new-to-market and new-to-firm innovations","Resource productivity","Air emissions by fine particulates","Environment-related technologies","Broadband penetration","Non-R&D innovation expenditures","Innovation expenditures per person employed","Enterprises providing ICT training","Human resources","Attractive research systems","Digitalisation","Firm investments","Use of information technologies","Innovators","Linkages","Intellectual assets","Employment impacts","Sales impacts","Environmental sustainability","Finance and support"
"ENERGIAS DE PORTUGAL",2018,"EU","Portugal","Electricity",328,75,15.3846153846154,0.490899219372061,15278.085,-2.97156348471519,11631,-0.22304194904349,1045.728,-45.5627856614853,6.84462745167343,1893.167,-18.7705442408333,12.3913893658793,1,"Moderate",87,88.4,122.8,115.3,127.8,91.9,153.2,109.3,85.2,71.2,93.9,43.6,100,182.4,181.3,105,107.7,82.4,43.3,102.5,97.1,79.5,119.6,53.2,43.7,45,58.1,2.9,92.5,162.5,87.1,41.5,114,106.4,114.8,135.9,57.6,106.9,181.8,95.7,75.8,100.4,47.9,44.1,83.1
"ENERGIAS DE PORTUGAL",2019,"EU","Portugal","Electricity",188,162.04,115.004113260621,1.13053720959779,14333.009,-6.18582760863027,11660,0.249333677241848,2348.542,124.584404357538,16.385547514831,2014.579,6.41316904425231,14.0555203725889,1,"Moderate",87.9,76.8,122.8,115.3,139.6,97.5,163.6,109.3,83.6,97.6,90.9,47.4,100,182.4,181.3,105,119.9,120.6,50.7,110.5,86.9,79.5,119.6,56.4,40.1,45,65.6,5.7,56.8,162.5,87.1,41.5,99.4,101.5,123.1,135.9,59,99.8,181.8,114.5,77.6,100.4,47.9,36.2,90
"JUNGHEINRICH",2017,"EU","Germany","Industrial Engineering",310,76.6,23.5,2.2,3435.3,11.4,16248,8.2,109.3,52.8,3.2,258.9,10.1,7.5,477,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"JUNGHEINRICH",2018,"EU","Germany","Industrial Engineering",322,77.094,0.581880805761403,2.03071919131575,3796.389,10.5103301725455,17877,10.0258493353028,135.66,24.0853212351822,3.57339566625022,276.284,6.72857771974691,7.27754716389706,477,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"JUNGHEINRICH",2019,"EU","Germany","Industrial Engineering",312,85.91,11.4353905621709,2.1092591837847,4072.994,7.28600256717633,18381,2.81926497734519,186.162,37.2268907563025,4.57064262800289,263.37,-4.67417584804042,6.46625062546127,477,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"PAUL HARTMANN",2017,"EU","Germany","Health Care Equipment & Services",355,60.3,2.4,2.9,2058.6,3.6,10764,3.8,65.7,-3.4,3.2,141,11.5,6.8,227,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"PAUL HARTMANN",2018,"EU","Germany","Health Care Equipment & Services",359,63.8,5.80431177446104,3.01070783251215,2119.103,2.93763613435745,11027,2.44332961724265,84.703,28.9572644367645,3.99711576077236,129.942,-7.81443986463957,6.13193412495759,227,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"PAUL HARTMANN",2019,"EU","Germany","Health Care Equipment & Services",352,71.6,12.2257053291536,3.2742430027918,2186.765,3.19295475491279,11096,0.62573682778635,85.748,1.23372253639187,3.92122610339931,96.405,-25.809207184744,4.40856699279529,227,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"PUMA",2017,"EU","Germany","Personal Goods",368,55.2,2.4,1.3,4135.9,14,11787,2.5,122.9,45.8,3,244.6,91.7,5.9,96,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"PUMA",2018,"EU","Germany","Personal Goods",383,55.7,0.905797101449268,1.19828754598455,4648.3,12.3890809739114,12894,9.39170272333927,130.2,5.93978844589096,2.80102403029064,337.3,37.8986099754702,7.25641632424758,96,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"PUMA",2019,"EU","Germany","Personal Goods",383,61.7,10.7719928186714,1.11627738678921,5527.3,18.9101391906719,14332,11.1524740189235,218.4,67.741935483871,3.95129629294592,440.2,30.5069670916098,7.96410544026921,96,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"SUDZUCKER",2017,"EU","Germany","Food Producers",428,43.2,3.3,0.6,6982.9,7.8,18515,9.5,360.5,9.6,5.2,471.9,4.7,6.8,91,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"SUDZUCKER",2018,"EU","Germany","Food Producers",451,44.9,3.93518518518519,0.664781392043351,6754.1,-3.27657563476491,19219,3.80232244126384,378.7,5.04854368932039,5.60696465850372,-767.1,-262.55562619199,-11.3575457870034,91,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"SUDZUCKER",2019,"EU","Germany","Food Producers",464,46.3,3.11804008908685,0.694080081550662,6670.7,-1.23480552553265,19188,-0.161298714813463,335.3,-11.460258780037,5.02645899230965,50.6,-106.596271672533,0.758541082645,91,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"CARGOTEC",2017,"EU","Finland","Industrial Engineering",275,93.2,0.6,2.8,3280.1,-6.6,11251,0.6,84.3,4.7,2.6,226.8,15,6.9,83,"Leader",128.8,146.3,92.2,274.3,225,117.5,117,196.5,132.8,115.5,47.1,140.6,193.5,194.3,148.3,246.8,417.5,152.9,133.2,109.7,113.4,126.5,122.8,61.5,107.3,69.4,9.5,92.9,129.6,102.3,57.7,113.2,206.4,162,141.5,149.7,104.2,199.8,170.9,240.9,120.7,124.5,79.3,83.6,103.4
"CARGOTEC",2018,"EU","Finland","Industrial Engineering",293,90.7,-2.6824034334764,2.7455728772514,3303.5,1.6524093790387,11987,6.54164074304506,71.5,-15.1838671411625,2.16437112153776,191.6,-14.2345568487019,5.79990918722567,83,"Leader",127,134.8,92.2,274.3,233.6,115.2,125,196.5,127.9,117.6,46.2,131.6,193.5,194.3,148.3,246.8,405.1,152.9,133.2,124.1,94.1,126.5,122.8,64.6,107.7,69.4,12.2,93.4,117.7,102.3,57.7,113.2,186.6,157.1,144,149.7,100.9,190.2,170.9,238.4,118.2,124.5,80.7,80.8,101.9
"CARGOTEC",2019,"EU","Finland","Industrial Engineering",286,99.1,9.50276243093922,2.6904490416463,3683.4,11.4999243226881,12587,5.00542254108618,68.5,-4.1958041958042,1.85969484715209,179.1,-6.52400835073069,4.86235543248086,83,"Leader",127.4,123.2,92.2,274.3,242.1,120.4,131.2,196.5,131.1,129.6,42.4,130.8,193.5,194.3,148.3,246.8,418.4,150,133.2,127.8,86.3,126.5,122.8,63.2,105.5,69.4,9.4,92.8,112.4,102.3,57.7,113.2,207,152.5,150.3,149.7,100.7,200.2,170.9,239.9,116.5,124.5,79.3,78.2,105.9
"BANK OF IRELAND",2017,"EU","Ireland","Banks",130,233,13.1,7.8,3000,-5.5,10892,-2.8,44,-27.9,1.5,852,-17.7,28.4,0,"Strong",122.2,111.6,221,128.5,170.9,117.2,151.5,158.9,34.4,122.5,230,60.9,158.1,119.5,137.2,128,248.3,NA,80.7,94.8,35.8,207.2,142.5,82.8,133.3,187.3,97.8,107.9,50,106.8,74.8,139.5,162.4,151.2,137.6,133,90.3,160.2,128.7,146.4,69.7,173.3,126.7,87.6,117
"BANK OF IRELAND",2018,"EU","Ireland","Banks",153,207,-11.1587982832618,7.30674196964349,2833,-5.56666666666666,10367,-4.82005141388174,72,63.6363636363636,2.54147546770208,835,-1.99530516431925,29.4740557712672,0,"Strong",123.6,111.6,221,128.5,176.2,124.1,161.5,158.9,34.4,123.6,205.8,60.9,158.1,119.5,137.2,128,253.5,NA,79.7,88.6,26.8,207.2,142.5,88.9,136.2,187.3,142.3,117.4,45.9,106.8,74.8,139.5,161.8,151.2,144.8,133,90.3,160,128.7,147.8,64.8,173.3,130.1,101.6,110.5
"BANK OF IRELAND",2019,"EU","Ireland","Banks",161,223,7.72946859903381,7.43085638120627,3001,4.41892832289492,10440,0.704157422590912,81,12.5,2.69910029990003,645,-22.7544910179641,21.4928357214262,0,"Strong",122.9,100,221,128.5,193.1,122.1,174.6,158.9,32.8,134.5,192.5,66.9,158.1,119.5,137.2,128,269.8,NA,69.4,87.2,29.5,207.2,142.5,88.8,135,187.3,130.5,117,42,106.8,74.8,139.5,160.5,146.3,150.8,133,92.4,159.2,128.7,152.9,60.9,173.3,129.7,97.2,109.8
"DEUTSCHE BAHN",2017,"EU","Germany","Travel & Leisure",137,226,25.6,0.5,42693,5.3,308671,2.1,10524,15.5,24.7,1688,15.1,4,53,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"DEUTSCHE BAHN",2018,"EU","Germany","Travel & Leisure",105,318,40.7079646017699,0.721661182344264,44065,3.21364158058699,318528,2.44198948333252,11242,6.82250095020904,25.5123113582208,1657,5.74345883854499,3.76035402246681,53,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"DEUTSCHE BAHN",2019,"EU","Germany","Travel & Leisure",123,292,-8.17610062893081,0.657213594418186,44430,0.828321797344822,323944,1.7003214788025,11661,3.72709482298523,26.2457798784605,NA,NA,NA,53,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"RENISHAW",2017,"EU","UK","Electronic & Electrical Equipment",300,83.1,6.2,12,693.8,13.2,4639,5.6,39.3,-18.3,5.7,172.7,26.4,24.9,319,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"RENISHAW",2018,"EU","UK","Electronic & Electrical Equipment",287,94.308074,15.3630189691087,14.8191769402147,636.392118,-6.79957060196807,4968,7.09204569950421,62.969621,62.9519109118401,9.89478329774034,109.109128,-35.8180826041584,17.1449527600843,319,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
"RENISHAW",2019,"RoW","UK","Electronic & Electrical Equipment",285,99.346842,15.3630186660046,16.6706191357345,595.939726,-11.106019874641,4797,-3.44202898550725,45.152028,-31.9323145437874,7.57660985332601,38.482651,-66.6730735174348,6.45747368753195,319,"Leader",128.5,169.3,140.1,138.7,175.5,148.9,256.7,NA,63.9,150.5,207.7,82.7,129,132.8,98.1,328.6,231,261.8,90,93.5,66.6,150.6,141.4,82.2,113.8,162.9,224.2,89.5,92.5,39.1,89.5,83.7,134.4,152,181.1,39,85.4,131.6,115,279.7,83.3,145.7,113.5,123.7,131.6
"PARROT",2017,"EU","France","Technology Hardware & Equipment",451,39.9,-30.7,26.3,151.9,-34.9,597,-43,2.3,-83.1,1.5,-69.3,-45.2,-45.6,183,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"PARROT",2018,"EU","France","Technology Hardware & Equipment",504,37.173,0.698902885006092,34.0287440497986,109.24,-28.0705335449164,641,7.37018425460636,4.21,86.283185840708,3.85389967045038,-76.268,10.0500699825404,-69.8169168802636,183,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"PARROT",2019,"EU","France","Technology Hardware & Equipment",539,35.224,-5.24305275334249,46.312025033527,76.058,-30.3753203954595,551,-14.0405616224649,1.37,-67.458432304038,1.80125693549659,-27.389,-64.08847747417,-36.0106760630045,183,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"ENBW ENERGIE BADEN-WURTTEMBERG",2017,"EU","Germany","Electricity",435,41.7,9.2,0.2,21974,13.5,21077,3.8,1419.2,19.3,6.5,2216.4,-235.1,10.1,62,"Strong",119,146.3,73.1,68.4,102.3,113.4,137.2,66.1,136.1,83.1,43.3,148.1,112.9,133.2,118.3,90.6,194.9,200,131.1,108.7,141.1,101.2,160.4,111.7,103.5,102.3,113.7,119.6,123.7,95.1,126.9,161.8,158,102.6,116.8,80.6,145.3,134.9,125.6,158.3,128.5,132,106.4,119.3,93.3
"ENBW ENERGIE BADEN-WURTTEMBERG",2018,"EU","Germany","Electricity",447,46.4,11.2709832134293,0.225051533891112,20617.5,-6.17320469645946,21524,2.12079517957964,1369.5,-3.50197294250282,6.64241542379047,760,-65.7101606208266,3.68618891718201,62,"Strong",118.6,134.8,73.1,68.4,105.6,112.9,137.2,66.1,136.1,89.6,44.4,147.4,112.9,133.2,118.3,90.6,200.5,200,129.2,109.8,136.1,101.2,160.4,112.5,104.2,102.3,123,119.7,116.8,95.1,126.9,161.8,153.5,97.7,117.1,80.6,145.1,132.9,125.6,159.8,126.4,132,107,119.5,95.8
"ENBW ENERGIE BADEN-WURTTEMBERG",2019,"EU","Germany","Electricity",373,65.2,40.5172413793104,0.347455369038103,18765,-8.98508548563114,23293,8.21873257758781,1947.8,42.2270901788974,10.3799626965095,327.9,-56.8552631578947,1.74740207833733,62,"Strong",119.1,134.8,73.1,68.4,110,110.4,137.2,66.1,136.1,97.4,44.6,155.6,112.9,133.2,118.3,90.6,208.9,200,128.5,109.7,144.2,101.2,160.4,112.1,104.3,102.3,127.1,120,111.1,95.1,126.9,161.8,145.2,97.7,116.8,80.6,148,128.8,125.6,161.2,128.8,132,107,119,98.3
"LONDON STOCK EXCHANGE",2017,"EU","UK","Financial Services",178,161.1,26.9,8.1,1991.9,-7.2,4741,26.5,53,39.9,2.7,671.5,11.4,33.7,0,"Leader",126.4,158.9,134.1,136.7,156.7,143,262.2,NA,67.2,126.7,207.7,78.9,125.8,132.8,98.1,328.6,210.3,250,94.3,100.5,66.4,145.8,141.4,93.3,112.5,162.9,197.4,85.2,101,39.1,89.5,83.7,140.1,145.2,175.1,39,83.9,132.9,115,270.7,86.7,143.3,117.5,117.8,125.3
"LONDON STOCK EXCHANGE",2018,"EU","UK","Financial Services",163,194.035847,22.3776226907651,9.15750915854641,2118.871449,8.0882353278757,4405,-7.08711242353933,55.438813,6.3829791725146,2.61643116792972,832.690977,21.3247172278055,39.2987964132033,0,"Leader",127.7,162.8,134.7,135.7,165.6,146.8,263.5,NA,63.9,139.7,207.7,80.5,122.6,132.8,98.1,328.6,222.1,250,92.2,98.4,66.3,145.8,141.4,89.4,113.2,162.9,218.4,87.1,97.6,39.1,89.5,83.7,148.4,146.7,179.3,39,84.5,135.3,115,272.8,85.4,143.3,116.2,122.6,128.2
"LONDON STOCK EXCHANGE",2019,"RoW","UK","Financial Services",159,224.259238,9.71428533967553,9.33852136804821,2401.442682,7.58765044680949,4698,6.65153234960272,47.888691,-18.000000445199,1.99416339848331,821.115858,-6.391478066637,34.1926069755764,0,"Leader",128.5,169.3,140.1,138.7,175.5,148.9,256.7,NA,63.9,150.5,207.7,82.7,129,132.8,98.1,328.6,231,261.8,90,93.5,66.6,150.6,141.4,82.2,113.8,162.9,224.2,89.5,92.5,39.1,89.5,83.7,134.4,152,181.1,39,85.4,131.6,115,279.7,83.3,145.7,113.5,123.7,131.6
"POSTE ITALIANE",2017,"EU","Italy","Industrial Transportation",845,12,-40,0.2,7049,-19.4,131358,-7,241,9,3.4,NA,NA,NA,4,"Moderate",83.6,76.8,21.6,90.8,79.5,106,75.4,82.4,65.6,87.2,30.8,59.4,77.4,135.5,122.5,56.3,118.4,52.9,75,99.1,128.6,100,108.7,81.3,62.2,75.8,191.5,100.8,86.5,56.7,80.9,60.1,46.5,62.7,92.7,69.5,67,62.2,128.9,67.4,98.5,104.5,73.3,118.6,62.8
"POSTE ITALIANE",2018,"EU","Italy","Industrial Transportation",865,12,0,0.17023691303731,7049,-19.3755004003203,131358,-7.0005522280277,241,9.0497737556561,3.41892467016598,-3979,63.0069643588693,-56.4477230812881,4,"Moderate",85.2,76.8,21.6,90.8,84.1,108.3,81.1,82.4,62.3,80.4,62.2,59.4,77.4,135.5,122.5,56.3,123.1,52.9,75.4,104.6,141.3,100,108.7,80.8,63.2,75.8,204.4,101.1,83.2,56.7,80.9,60.1,43.3,62.7,96.4,69.5,67,60.8,128.9,68.5,104,104.5,73.4,121.1,68
"POSTE ITALIANE",2019,"EU","Italy","Industrial Transportation",716,20,66.6666666666667,0.367479868993427,5442.475,-3.77849486775029,121108,-3.99759018953476,NA,NA,NA,844.21,1.72271069377152,15.511509010147,4,"Moderate",86,76.8,21.6,90.8,90.4,107.9,85.5,82.4,60.7,81.5,78.5,60.9,77.4,135.5,122.5,56.3,135.5,52.9,76,106.4,134.3,100,108.7,80.6,63.2,75.8,214.3,102.8,74,56.7,80.9,60.1,50.3,62.7,98.7,69.5,67.3,64.1,128.9,71,102.5,104.5,73.3,121.4,72.2
"F-SECURE",2017,"EU","Finland","Software & Computer Services",489,35.4,41.8,20.9,169.7,5,1104,7.6,7.1,3.1,4.2,11.1,-40.3,6.5,63,"Leader",128.8,146.3,92.2,274.3,225,117.5,117,196.5,132.8,115.5,47.1,140.6,193.5,194.3,148.3,246.8,417.5,152.9,133.2,109.7,113.4,126.5,122.8,61.5,107.3,69.4,9.5,92.9,129.6,102.3,57.7,113.2,206.4,162,141.5,149.7,104.2,199.8,170.9,240.9,120.7,124.5,79.3,83.6,103.4
"F-SECURE",2018,"EU","Finland","Software & Computer Services",509,36.71,3.68299158334746,19.2470023226429,190.731,12.3572934952932,1666,50.9057971014493,7.454,4.89726991274979,3.90812190991501,4.54,-60.6824283363644,2.38031573262868,63,"Leader",127,134.8,92.2,274.3,233.6,115.2,125,196.5,127.9,117.6,46.2,131.6,193.5,194.3,148.3,246.8,405.1,152.9,133.2,124.1,94.1,126.5,122.8,64.6,107.7,69.4,12.2,93.4,117.7,102.3,57.7,113.2,186.6,157.1,144,149.7,100.9,190.2,170.9,238.4,118.2,124.5,80.7,80.8,101.9
"F-SECURE",2019,"EU","Finland","Software & Computer Services",514,38.323,4.39389812040316,17.6329035879598,217.338,13.9500133696148,1696,1.80072028811524,8.634,15.8304266165817,3.97261408497364,7.16,57.7092511013216,3.29440778878981,63,"Leader",127.4,123.2,92.2,274.3,242.1,120.4,131.2,196.5,131.1,129.6,42.4,130.8,193.5,194.3,148.3,246.8,418.4,150,133.2,127.8,86.3,126.5,122.8,63.2,105.5,69.4,9.4,92.8,112.4,102.3,57.7,113.2,207,152.5,150.3,149.7,100.7,200.2,170.9,239.9,116.5,124.5,79.3,78.2,105.9
"GUERBET",2017,"EU","France","Pharmaceuticals & Biotechnology",332,67.3,26.2,8.3,807.1,4,2762,3.1,26.4,-21.5,3.3,93.5,56.2,11.6,37,"Strong",112.7,123.2,153.3,102,94.4,96.1,232.4,121.3,103.3,148.2,230,105.3,100,111.7,137,149.6,131.4,94.1,104.4,76.5,66.5,114.5,129.4,94.5,83.5,74.1,138,106.2,113.6,144.6,75.3,122.7,64.3,127.3,128.8,133,100.7,82.4,124.7,122.1,85,122.1,85.5,116.4,152.9
"GUERBET",2018,"EU","France","Pharmaceuticals & Biotechnology",338,70.128,4.14637044077462,8.88143647052566,789.602,-2.17031193665371,2850,3.18609703113686,32.719,24.0154645036577,4.14373317190179,67.954,-27.3273658656571,8.60610788726472,37,"Strong",112.7,111.6,153.3,102,97.5,93.9,232.4,121.3,101.6,153.9,230,106,100,111.7,137,149.6,132.8,94.1,104.6,76.8,64.6,114.5,129.4,93,85.3,74.1,152.9,105.8,114.2,144.6,75.3,122.7,64.3,122.6,128.2,133,100.9,82.4,124.7,122.1,84.5,122.1,85.5,120,154
"GUERBET",2019,"EU","France","Pharmaceuticals & Biotechnology",350,72.545,3.44655487109287,8.88045870638727,816.906,3.45794463539859,2820,-1.05263157894737,38.919,18.9492343898041,4.76419563572798,54.697,-19.5087853547988,6.69562960732324,37,"Strong",113.3,123.2,153.3,102,99.4,94.9,232.4,121.3,98.4,154.8,230,105.3,100,111.7,137,149.6,133.5,117.6,103,77.7,65.1,114.5,129.4,92.5,81.4,74.1,159.3,105.8,107.4,144.6,75.3,122.7,64.3,127.3,129.3,133,100.7,82.4,124.7,132.6,84.2,122.1,83.9,119.5,153.1
"AHOLD",2017,"EU","Netherlands","Food & Drug Retailers",200,143,49,0.2,62890,26.6,369000,-0.3,1698,43.7,2.7,2182,38.6,3.5,4,"Leader",130.5,76.8,185,261.1,210,159.1,220,208,106.6,119.6,157.5,100.8,171,160.1,115.6,162.8,337.1,229.4,122.8,109.7,70.6,163.9,131.6,75.7,110.1,81.8,208.6,106.3,89.3,150.2,37.7,77.4,83.4,159.3,185.2,179.1,72.2,128.2,137.2,226.4,102.5,146.8,89.1,126.3,124.9
"AHOLD",2018,"EU","Netherlands","Food & Drug Retailers",165,192,34.2657342657343,0.305776305521492,62791,-0.157417713467956,372000,0.813008130081294,178,-89.5170789163722,0.283480116577217,2399,9.94500458295142,3.82061123409406,4,"Leader",132,76.8,185,261.1,217.4,158.8,244.2,208,101.6,132.9,145.8,103,171,160.1,115.6,162.8,344,229.4,124.8,114,76.2,163.9,131.6,75.7,107.9,81.8,210.2,106.3,82.6,150.2,37.7,77.4,109.6,159.3,192.7,179.1,72.9,140.8,137.2,227.9,106.2,146.8,88.4,124.6,123.9
"AHOLD",2019,"EU","Netherlands","Food & Drug Retailers",162,217,13.0208333333333,0.327497736190764,66260,5.52467710340654,380000,2.1505376344086,2218,24.6067415730337,3.34741925747057,2662,10.962901208837,4.01750679142771,4,"Leader",134.9,76.8,185,261.1,230.2,161.8,263.4,208,100,137.3,168.8,106,171,160.1,115.6,162.8,361.6,229.4,124.4,114.6,88.5,163.9,131.6,76,108.7,81.8,235.3,106.4,75.6,150.2,37.7,77.4,118.5,159.3,201.8,179.1,74,145.3,137.2,231.5,110.1,146.8,88.8,128.7,131
